	MeSH Disease Term	PubMed occurrence	MeSH Disease ID
4034	Cerebrovascular Trauma	42	D020214
4035	Sexual Infantilism	42	D050035
4036	Chiari-Frommel Syndrome	42	D002640
4037	Malignant Atrophic Papulosis	42	D054853
4038	Pinta	41	D010874
4039	Visceral Prolapse	41	D014782
4040	Steroid Metabolism, Inborn Errors	41	D043202
4041	Piedra	40	D010854
4042	Encephalomyelitis, Enzootic Porcine	40	D004682
4043	Dicrocoeliasis	40	D004011
4044	Isosporiasis	40	D021865
4045	Paralysis, Hyperkalemic Periodic	40	D020513
4046	Cerebral Amyloid Angiopathy, Familial	40	D028243
4047	Epilepsy, Partial, Motor	40	D020938
4048	Sleep Arousal Disorders	40	D020921
4049	Vaginismus	40	D052065
4050	Accelerated Idioventricular Rhythm	40	D016170
4051	Multiple Carboxylase Deficiency	40	D009100
4052	Fructose Metabolism, Inborn Errors	40	D015318
4053	White Muscle Disease	40	D014912
4054	Chlamydiaceae Infections	39	D002694
4055	Hearing Loss, Mixed Conductive-Sensorineural	39	D046089
4056	Alexia, Pure	39	D020237
4057	Geographic Atrophy	39	D057092
4058	Hemospermia	39	D051516
4059	Crisscross Heart	39	D003420
4060	Romano-Ward Syndrome	39	D029597
4061	Steatitis	39	D013231
4062	Silver-Russell Syndrome	38	D056730
4063	Asthma, Aspirin-Induced	38	D055963
4064	Striatonigral Degeneration	38	D020955
4065	Aphasia, Conduction	38	D018886
4066	Vulvodynia	38	D056650
4067	Epidermitis, Exudative, of Swine	38	D004818
4068	Granulomatosis, Orofacial	38	D051261
4069	Fascioloidiasis	37	D005213
4070	Nevus, Sebaceous of Jadassohn	37	D054000
4071	Oral Manifestations	37	D009912
4072	Lysosomal Storage Diseases, Nervous System	37	D020140
4073	Vein of Galen Malformations	37	D054080
4074	Corneal Endothelial Cell Loss	37	D055954
4075	Screw Worm Infection	36	D012610
4076	Inflammatory Breast Neoplasms	36	D058922
4077	Hajdu-Cheney Syndrome	36	D031845
4078	Gait Apraxia	36	D020235
4079	REM Sleep Parasomnias	36	D020923
4080	Parametritis	36	D010249
4081	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	36	D054069
4082	Death	36	D003643
4083	Acute Radiation Syndrome	36	D054508
4084	Pneumovirus Infections	35	D018186
4085	Bulbo-Spinal Atrophy, X-Linked	35	D055534
4086	Central Cord Syndrome	35	D020210
4087	Azotemia	35	D053099
4088	Gynatresia	35	D006175
4089	Actinobacillosis	34	D000187
4090	Setariasis	34	D012719
4091	Leukemia, Eosinophilic, Acute	34	D015472
4092	Adamantinoma	34	D050398
4093	De Quervain Disease	34	D053684
4094	Epilepsy, Partial, Sensory	34	D020937
4095	Sinus Pericranii	34	D020779
4096	Morning Sickness	34	D048968
4097	Inferior Wall Myocardial Infarction	34	D056989
4098	Autoimmune Lymphoproliferative Syndrome	34	D056735
4099	Sunstroke	34	D013474
4100	Lemierre Syndrome	33	D057831
4101	Leprosy, Multibacillary	33	D056006
4102	Rubulavirus Infections	33	D019351
4103	Hallux Rigidus	33	D020859
4104	Macrostomia	33	D008265
4105	Periventricular Nodular Heterotopia	33	D054091
4106	Hydrocolpos	33	D052202
4107	Jervell-Lange Nielsen Syndrome	33	D029593
4108	Fructose-1,6-Diphosphatase Deficiency	33	D015319
4109	Hordeolum	32	D006726
4110	Pneumonia, Rickettsial	32	D011022
4111	Vesicular Exanthema of Swine	32	D014720
4112	Morbillivirus Infections	32	D018185
4113	Ostertagiasis	32	D010029
4114	Luteoma	32	D018311
4115	Osteochondrosis	32	D055034
4116	Femoracetabular Impingement	32	D057925
4117	Emphysematous Cholecystitis	32	D041882
4118	Anthracosis	32	D055008
4119	Pneumonia, Atypical Interstitial, of Cattle	32	D011016
4120	Mevalonate Kinase Deficiency	32	D054078
4121	von Willebrand Disease, Type 2	32	D056728
4122	Hyper-IgM Immunodeficiency Syndrome	31	D053306
4123	Uveoparotid Fever	31	D014608
4124	Neoplasms, Ductal, Lobular, and Medullary	30	D018299
4125	Heel Spur	30	D036982
4126	Porphyria, Variegate	30	D046350
4127	Anaplasmataceae Infections	29	D000711
4128	Neoplasms, Plasma Cell	29	D054219
4129	Muir-Torre Syndrome	29	D055653
4130	Acro-Osteolysis	29	D030981
4131	Hypercementosis	29	D006936
4132	Reflex, Babinski	29	D001405
4133	Chromosome Duplication	29	D058674
4134	Lumpy Skin Disease	28	D008166
4135	Filoviridae Infections	28	D018702
4136	Herpangina	28	D006557
4137	Adenomatosis, Pulmonary	28	D018255
4138	Peri-Implantitis	28	D057873
4139	Lethargy	28	D053609
4140	Ureterolithiasis	28	D053039
4141	Vulvar Vestibulitis	28	D054515
4142	Acatalasia	28	D020642
4143	Skin Diseases, Eczematous	28	D017443
4144	Intra-Articular Fractures	28	D057072
4145	Vesicular Stomatitis	27	D054243
4146	Anaplasia	27	D000708
4147	TDP-43 Proteinopathies	27	D057177
4148	Carney Complex	26	D056733
4149	Typhlitis	26	D053706
4150	Niemann-Pick Disease, Type B	26	D052537
4151	Pyruvate Carboxylase Deficiency Disease	26	D015324
4152	Hypersomnolence, Idiopathic	26	D020177
4153	Tachycardia, Reciprocating	26	D054139
4154	Trichothiodystrophy Syndromes	26	D054463
4155	Pyruvate Metabolism, Inborn Errors	26	D015323
4156	Refeeding Syndrome	26	D055677
4157	Chondromatosis	25	D018210
4158	Laryngomalacia	25	D055092
4159	Loeys-Dietz Syndrome	25	D055947
4160	Carbamoyl-Phosphate Synthase I Deficiency Disease	25	D020165
4161	Abducens Nerve Injury	25	D020222
4162	Cogan Syndrome	25	D055952
4163	Propionic Acidemia	25	D056693
4164	Periprosthetic Fractures	24	D057068
4165	Hemorrhagic Septicemia	23	D006483
4166	Birt-Hogg-Dube Syndrome	23	D058249
4167	Female Athlete Triad Syndrome	23	D053716
4168	Massive Hepatic Necrosis	23	D047508
4169	Silo Filler's Disease	23	D012832
4170	Neuronal Migration Disorders	23	D054081
4171	46, XY Disorders of Sex Development	23	D058490
4172	Lown-Ganong-Levine Syndrome	23	D008151
4173	Tendon Entrapment	22	D053682
4174	Urea Cycle Disorders, Inborn	22	D056806
4175	Subacute Combined Degeneration	22	D052879
4176	Retinal Telangiectasis	22	D058456
4177	Cadaver	22	D002102
4178	AIDS Arteritis, Central Nervous System	21	D020943
4179	Dendritic Cell Sarcoma, Interdigitating	21	D054739
4180	Glomus Tympanicum Tumor	21	D043604
4181	Tracheomalacia	21	D055090
4182	Acute Chest Syndrome	21	D056586
4183	Susac Syndrome	21	D055955
4184	Pure Autonomic Failure	21	D054970
4185	Marchiafava-Bignami Disease	21	D054319
4186	Vitelliform Macular Dystrophy	21	D057826
4187	Retinal Dystrophies	21	D058499
4188	von Willebrand Disease, Type 1	21	D056725
4189	Keratoderma, Palmoplantar, Epidermolytic	21	D053546
4190	Airway Remodeling	21	D056151
4191	Passive-Aggressive Personality Disorder	21	D010324
4192	Sexual and Gender Disorders	21	D019968
4193	Bifidobacteriales Infections	20	D039941
4194	Chondromalacia Patellae	20	D046789
4195	Tracheobronchomalacia	20	D055089
4196	Hallux Limitus	20	D020857
4197	Hammer Toe Syndrome	20	D037801
4198	Costello Syndrome	20	D056685
4199	Brain Stem Hemorrhage, Traumatic	20	D020203
4200	Frasier Syndrome	20	D052159
4201	Myelodysplastic-Myeloproliferative Diseases	20	D054437
4202	Shellfish Poisoning	20	D057096
4203	Decapitation	20	D049248
4204	Voyeurism	20	D014843
4205	Kyasanur Forest Disease	19	D007733
4206	Trombiculiasis	19	D014323
4207	Mucoepidermoid Tumor	19	D018298
4208	Nevus, Halo	19	D055882
4209	Overbite	19	D057887
4210	Hyperargininemia	19	D020162
4211	Stupor	19	D053608
4212	Nuchal Cord	19	D053589
4213	Ectopia Cordis	19	D054083
4214	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive	19	D053360
4215	Netherton Syndrome	19	D056770
4216	Glycogen Storage Disease Type VI	19	D006013
4217	Mineralocorticoid Excess Syndrome, Apparent	19	D043204
4218	Onycholysis	19	D054039
4219	Neglected Diseases	19	D058069
4220	Colorado Tick Fever	18	D003121
4221	Rhabditida Infections	18	D017196
4222	Neoplasms, Bone Tissue	18	D018213
4223	Osteoarthritis, Spine	18	D055013
4224	Coproporphyria, Hereditary	18	D046349
4225	Leukoedema, Oral	18	D007967
4226	Pulmonary Infarction	18	D054060
4227	Nocturnal Paroxysmal Dystonia	18	D020183
4228	Persistent Hyperplastic Primary Vitreous	18	D054514
4229	Diurnal Enuresis	18	D053207
4230	Pubic Symphysis Diastasis	18	D046548
4231	Yellow Nail Syndrome	18	D056684
4232	Hypobetalipoproteinemia, Familial, Apolipoprotein B	18	D052476
4233	Fusobacteriaceae Infections	17	D045825
4234	Pasteurellaceae Infections	17	D016871
4235	Mongolian Spot	17	D049328
4236	Nevus, Spindle Cell	17	D018331
4237	Sacroiliitis	17	D058566
4238	Failed Back Surgery Syndrome	17	D055111
4239	Eye Pain	17	D058447
4240	Holocarboxylase Synthetase Deficiency	17	D028922
4241	Hypoalphalipoproteinemias	17	D052456
4242	Encephalomyelitis, Eastern Equine	16	D020242
4243	Adenomyoepithelioma	16	D055331
4244	Campomelic Dysplasia	16	D055036
4245	Deaf-Blind Disorders	16	D054062
4246	Heavy Metal Poisoning, Nervous System	16	D020260
4247	Corneal Perforation	16	D057112
4248	Sinus Arrest, Cardiac	16	D054138
4249	Amino Acid Transport Disorders, Inborn	16	D020157
4250	Nairobi Sheep Disease	15	D009265
4251	Zoster Sine Herpete	15	D031368
4252	Orbital Myositis	15	D055622
4253	Capsule Opacification	15	D058442
4254	Pyometra	15	D055112
4255	Jacobsen Distal 11q Deletion Syndrome	15	D054868
4256	Hyper-IgM Immunodeficiency Syndrome, Type 1	15	D053307
4257	Leprosy, Paucibacillary	14	D056005
4258	22q11 Deletion Syndrome	14	D058165
4259	Neurogenic Bowel	14	D055496
4260	Retrocochlear Diseases	14	D012181
4261	Primary Progressive Nonfluent Aphasia	14	D057178
4262	Olfactory Nerve Diseases	14	D020431
4263	Alstrom Syndrome	14	D056769
4264	Hereditary Angioedema Types I and II	14	D056829
4265	Morgellons Disease	14	D055535
4266	Postmortem Changes	14	D011180
4267	Lymphatic Vessel Tumors	13	D018190
4268	Eccrine Porocarcinoma	13	D057090
4269	Mulibrey Nanism	13	D050336
4270	Bone Diseases, Endocrine	13	D001849
4271	Myasthenia Gravis, Neonatal	13	D020941
4272	Aicardi Syndrome	13	D058540
4273	Pyonephrosis	13	D053018
4274	Dent Disease	13	D057973
4275	Postpartum Thyroiditis	13	D050032
4276	Arteriolosclerosis	13	D050379
4277	CHARGE Syndrome	13	D058747
4278	Accessory Atrioventricular Bundle	13	D058606
4279	Hemorrhagic Syndrome, Bovine	12	D030243
4280	Dourine	12	D004313
4281	Langerhans Cell Sarcoma	12	D054752
4282	Poroma	12	D057091
4283	Spinal Osteochondrosis	12	D055035
4284	Hallux Varus	12	D050488
4285	Ischemic Contracture	12	D054061
4286	Salivary Calculi	12	D020792
4287	Niemann-Pick Disease, Type A	12	D052536
4288	Monckeberg Medial Calcific Sclerosis	12	D050380
4289	Dihydropyrimidine Dehydrogenase Deficiency	12	D054067
4290	Reticuloendotheliosis, Avian	12	D055761
4291	Uveitis, Suppurative	11	D015829
4292	Desulfovibrionaceae Infections	11	D045824
4293	Pestivirus Infections	11	D018182
4294	Mesomycetozoea Infections	11	D050738
4295	Ciliophora Infections	11	D016770
4296	Colloid Cysts	11	D056364
4297	Desmoplastic Small Round Cell Tumor	11	D058405
4298	Pontine Glioma	11	
4299	Arachnodactyly	11	D054119
4300	Cerebral Ventriculitis	11	D058565
4301	Smith-Magenis Syndrome	11	D058496
4302	Piriformis Muscle Syndrome	11	D055958
4303	Sertoli Cell-Only Syndrome	11	D054331
4304	Cephalopelvic Disproportion	11	D052178
4305	Vasa Previa	11	D055949
4306	Granulomatous Mastitis	11	D058890
4307	Leukokeratosis, Hereditary Mucosal	11	D053529
4308	Poult Enteritis Mortality Syndrome	11	D031261
4309	Pneumonia of Calves, Enzootic	10	D048089
4310	Mastocytoma, Skin	10	D054705
4311	Neoplasm Seeding	10	D009366
4312	Aberrant Crypt Foci	10	D058739
4313	Bronchomalacia	10	D055091
4314	Macrocephaly	10	D058627
4315	Hypertensive Retinopathy	10	D058437
4316	Liddle Syndrome	10	D056929
4317	Trilogy of Fallot	10	D014286
4318	Commotio Cordis	10	D056104
4319	von Willebrand Disease, Type 3	10	D056729
4320	Gray Platelet Syndrome	10	D055652
4321	Glycogen Storage Disease Type VIII	10	D006015
4322	Cardiovascular Infections	9	D053821
4323	Pallister-Hall Syndrome	9	D054975
4324	Leukemia, Prolymphocytic, B-Cell	9	D054403
4325	Odontogenic Tumor, Squamous	9	D051527
4326	Genu Varum	9	D056305
4327	Chorea Gravidarum	9	D020150
4328	Corneal Dystrophy, Juvenile Epithelial of Meesmann	9	D053559
4329	Vasoplegia	9	D056987
4330	beta-Mannosidosis	9	D044905
4331	Anticipation, Genetic	9	D020132
4332	Implant Capsular Contracture	9	D057910
4333	Inhalant Abuse	9	D058545
4334	Multiple Sulfatase Deficiency Disease	8	D052517
4335	Balanitis Xerotica Obliterans	8	D052798
4336	Barth Syndrome	8	D056889
4337	Necrobiotic Xanthogranuloma	8	D058252
4338	Anetoderma	8	D057088
4339	Nondisjunction, Genetic	8	D009630
4340	Exsanguination	8	D058734
4341	Encephalomyelitis, Western Equine	7	D020241
4342	Hemorrhagic Fever, Omsk	7	D006481
4343	Antley-Bixler Syndrome Phenotype	7	D054882
4344	Kashin-Beck Disease	7	D057767
4345	Donohue Syndrome	7	D056731
4346	Farber Lipogranulomatosis	7	D055577
4347	Pentalogy of Cantrell	7	D058502
4348	Alien Hand Syndrome	7	D055964
4349	Heart Valve Prolapse	7	D016127
4350	Chloracne	7	D054506
4351	Syndrome	7	D013577
4352	Asymptomatic Diseases	7	D058070
4353	Intraoperative Awareness	7	D058926
4354	Delayed Emergence from Anesthesia	7	D055191
4355	Elimination Disorders	7	D019960
4356	Torovirus Infections	6	D018176
4357	Flea Infestations	6	D058267
4358	Enteropathy-Associated T-Cell Lymphoma	6	D058527
4359	Argininosuccinic Aciduria	6	D056807
4360	Walker-Warburg Syndrome	6	D058494
4361	Genetic Diseases, Y-Linked	6	D050174
4362	Erythrokeratodermia Variabilis	6	D056266
4363	Conducted Energy Weapon Injuries	6	D057667
4364	Bartonellaceae Infections	5	D001476
4365	Secernentea Infections	5	D017190
4366	Stomatognathic System Abnormalities	5	D018640
4367	Cobblestone Lissencephaly	5	D054222
4368	Iridocorneal Endothelial Syndrome	5	D057129
4369	Trichiasis	5	D058457
4370	46, XX Disorders of Sex Development	5	D058489
4371	Echogenic Bowel	5	D058535
4372	delta-Thalassemia	5	D055538
4373	Ectodermal Dysplasia 3, Anhidrotic	5	D053359
4374	Monilethrix	5	D056734
4375	Ichthyosis Bullosa of Siemens	5	D053560
4376	Hyalinosis, Systemic	5	D057770
4377	Loose Anagen Hair Syndrome	5	D058247
4378	Piscirickettsiaceae Infections	4	D044225
4379	Digital Dermatitis	4	D058066
4380	Toxascariasis	4	D017227
4381	Gnathostomiasis	4	D058429
4382	Tungiasis	4	D058285
4383	Sister Mary Joseph's Nodule	4	D058288
4384	Pycnodysostosis	4	D058631
4385	Genu Valgum	4	D056304
4386	Rheumatoid Vasculitis	4	D056653
4387	Mirizzi Syndrome	4	D057792
4388	Periodontal Atrophy	4	D055093
4389	Hyperlysinemias	4	D020167
4390	46, XX Testicular Disorders of Sex Development	4	D058531
4391	Ventricular Flutter	4	D054141
4392	Hereditary Angioedema Type III	4	D056828
4393	Anemia, Hypoplastic, Congenital	4	D029502
4394	Prolidase Deficiency	4	D056732
4395	Sotos Syndrome	4	D058495
4396	Necrolytic Migratory Erythema	4	D058568
4397	Prolapse	4	D011391
4398	Mononegavirales Infections	3	D018701
4399	Avulavirus Infections	3	D045463
4400	Pythiosis	3	D058968
4401	Pagetoid Reticulosis	3	D056267
4402	Medial Tibial Stress Syndrome	3	D058923
4403	Plagiocephaly	3	D059041
4404	Post-Exercise Hypotension	3	D057774
4405	Diffuse Neurofibrillary Tangles with Calcification	3	D055956
4406	Fraser Syndrome	3	D058497
4407	Posterior Capsular Rupture, Ocular	3	D057851
4408	Aspermia	3	D053714
4409	Sex Chromosome Disorders of Sex Development	3	D058533
4410	Pyelectasis	3	D058536
4411	Single Umbilical Artery	3	D058529
4412	Lingual Goiter	3	D047268
4413	Hyperthyroxinemia, Familial Dysalbuminemic	3	D050010
4414	Aspartylglucosaminuria	3	D054880
4415	Iliotibial Band Syndrome	3	D058745
4416	Nidovirales Infections	2	D030341
4417	Euglenozoa Infections	2	D056986
4418	Composite Lymphoma	2	D058617
4419	Lynch Syndrome II	2	D055847
4420	Bunion, Tailor's	2	D050489
4421	Sarcoglycanopathies	2	D058088
4422	Diverticulosis, Stomach	2	D045724
4423	Pancreatitis, Graft	2	D055589
4424	Refsum Disease, Infantile	2	D052919
4425	Giant Axonal Neuropathy	2	D056768
4426	Contrecoup Injury	2	D056886
4427	Coronary-Subclavian Steal Syndrome	2	D058686
4428	Mink Viral Enteritis	1	D053489
4429	Oxyurida Infections	1	D017194
4430	Cocarcinogenesis	1	D003043
4431	Weill-Marchesani Syndrome	1	D056846
4432	Infantile Apparent Life-Threatening Event	1	D057768
4433	Perimeningeal Infections	1	D020819
4434	Slit Ventricle Syndrome	1	D056124
4435	Anterior Capsular Rupture, Ocular	1	D057971
4436	Pyelocystitis	1	D053653
4437	Mannosidase Deficiency Diseases	1	D044904
4438	White Heifer Disease	1	D050072
4439	Tetrasomy	1	D058670
4440	Milk Sickness	1	D018602
4441	Intrauterine Device Migration	1	D058736
